,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
0,DM,0.9420230482578659,0.32179286861565404,0.09903299234246397,0.0,2.0,43,10,500
1,LE,0.9201417806013901,0.37528368971078885,0.17809520475453514,0.0,2.0,43,10,500
0,DM,0.9497488516871843,0.2756290147452802,0.07525461744547679,0.0,2.0,44,10,500
1,LE,0.9373530874241391,0.3019079851902725,0.14826533832959876,0.0,2.0,44,10,500
0,DM,0.9503374511230371,0.28973030886415035,0.0735669696708254,0.0,2.0,45,10,500
1,LE,0.9280501045284718,0.34962697825554306,0.1646527024677959,0.0,2.0,45,10,500
0,DM,0.9397653725111063,0.3068227981735937,0.07902290399899442,0.0,2.0,46,10,500
1,LE,0.9195184843180403,0.3601297892029245,0.1444193336743551,0.0,2.0,46,10,500
0,DM,0.9582053258230839,0.23535000675652545,0.07974347727178392,0.0,2.0,47,10,500
1,LE,0.9443483838719883,0.2725743583480973,0.15227193549234852,0.0,2.0,47,10,500
0,DM,0.9467066622915395,0.2949917691228884,0.09223923930623945,0.0,2.0,48,10,500
1,LE,0.9280126209229286,0.34590844041514374,0.1518730273282667,0.0,2.0,48,10,500
0,DM,0.9511695793019146,0.2746079632655412,0.07485908246090882,0.0,2.0,49,10,500
1,LE,0.9356804780634825,0.3104912296039314,0.13288880675587955,0.0,2.0,49,10,500
