,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
0,DM,0.9760296924064994,0.20965609137385566,0.08815965323895338,0.0,1.5,45,10,500
1,LE,0.971630149084007,0.22660180220166767,0.09666014940979933,0.0,1.5,45,10,500
0,DM,0.9718644813617682,0.2064195079198516,0.08312861327930995,0.0,1.5,46,10,500
1,LE,0.9721634375474965,0.20415740182526979,0.08710890335627192,0.0,1.5,46,10,500
0,DM,0.9864437854352426,0.13173560014606525,0.0812227227614152,0.0,1.5,47,10,500
1,LE,0.9859145164133484,0.1306614104173917,0.08354297345118349,0.0,1.5,47,10,500
0,DM,0.9812201191718712,0.17126500011594328,0.08672915859056651,0.0,1.5,48,10,500
1,LE,0.9793352418941474,0.18041153070503488,0.08841664066882161,0.0,1.5,48,10,500
0,DM,0.9818889568137815,0.1612789109162959,0.07328590130364679,0.0,1.5,49,10,500
1,LE,0.9820908774709101,0.16063656299375412,0.0728377934525332,0.0,1.5,49,10,500
0,DM,0.9617901408524006,0.23602872337290773,0.07434855376131404,0.0,2.0,0,10,500
1,LE,0.9615280379569828,0.23706260492659187,0.07664665696178403,0.0,2.0,0,10,500
0,DM,0.9636407921850632,0.22341005503364517,0.08731305811461504,0.0,2.0,1,10,500
1,LE,0.9646884768625152,0.2177752841144464,0.09084761327157166,0.0,2.0,1,10,500
0,DM,0.9500975548404954,0.27661901568744834,0.07383121627866505,0.0,2.0,2,10,500
1,LE,0.9486946462709049,0.27959726737686913,0.09780153335986,0.0,2.0,2,10,500
0,DM,0.9478969556628865,0.2897543855999233,0.07570002287566917,0.0,2.0,3,10,500
1,LE,0.9496636266384347,0.28239318788271656,0.07784803465016461,0.0,2.0,3,10,500
0,DM,0.9493872911308189,0.2747361362573013,0.08830470249180744,0.0,2.0,4,10,500
1,LE,0.9469354659338085,0.2810335111402793,0.09041822429570122,0.0,2.0,4,10,500
0,DM,0.9503633321328319,0.24863736535376849,0.10578160380637362,0.0,2.0,5,10,500
1,LE,0.9476952516504205,0.25215905907309055,0.11757464785213216,0.0,2.0,5,10,500
0,DM,0.957118769063814,0.242289533477766,0.09673674391618606,0.0,2.0,6,10,500
1,LE,0.9562129444501282,0.24516995172192604,0.10486383303176904,0.0,2.0,6,10,500
0,DM,0.9502879725260907,0.2624326547986455,0.08614880238592323,0.0,2.0,7,10,500
1,LE,0.9470089598481911,0.2731097791989045,0.09170903334223045,0.0,2.0,7,10,500
0,DM,0.9513645597725904,0.2593885045917033,0.15404102401594402,0.0,2.0,8,10,500
1,LE,0.9530133070594602,0.2549483053422231,0.15293010830452444,0.0,2.0,8,10,500
0,DM,0.9322039748716593,0.29525321814705763,0.13901725183564992,0.0,2.0,9,10,500
1,LE,0.9306756593988883,0.3011715696106656,0.138167259672648,0.0,2.0,9,10,500
0,DM,0.9371179871422245,0.3075014977174717,0.08674079761009718,0.0,2.0,10,10,500
1,LE,0.9360586240785238,0.3127083407005877,0.08888660538872666,0.0,2.0,10,10,500
0,DM,0.9539866683187438,0.2612819608557216,0.07848057482426109,0.0,2.0,11,10,500
1,LE,0.9519367171624323,0.2627933456208987,0.0858621788687366,0.0,2.0,11,10,500
0,DM,0.9619029079923609,0.23203119756608498,0.07373245751006761,0.0,2.0,12,10,500
1,LE,0.9611646970397697,0.23525295740239666,0.07895457893760424,0.0,2.0,12,10,500
