,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
0,DM,0.9945913464462808,0.07928295022362682,0.08125196886490742,0.0,1.0,27,10,500
1,LE,0.5144311195471114,0.8501913568461438,0.11265849137917422,0.0,1.0,27,10,500
0,DM,0.9931444750904849,0.09363382639951605,0.0750289673483996,0.0,1.0,28,10,500
1,LE,0.47881487604743705,0.8859517011150185,0.09048572296149845,0.0,1.0,28,10,500
0,DM,0.9621689545656809,0.2232361776244464,0.1474664874819513,0.0,1.0,29,10,500
1,LE,0.7549687019418688,0.52389710588364,0.17203473947200534,0.0,1.0,29,10,500
0,DM,0.9935394408652755,0.10123781517389184,0.07755732950552656,0.0,1.0,30,10,500
1,LE,0.5245601262975783,0.8843025138220016,0.14868757633712232,0.0,1.0,30,10,500
0,DM,0.9923643166143222,0.09920785121859375,0.09390355646819602,0.0,1.0,31,10,500
1,LE,0.5379182069206201,0.805096569499595,0.12432934269833645,0.0,1.0,31,10,500
0,DM,0.9945424352596808,0.09062952743184512,0.07479397027353402,0.0,1.0,32,10,500
1,LE,0.48950439133790613,0.8908395508838537,0.08198723099867945,0.0,1.0,32,10,500
0,DM,0.9978293016334155,0.0540848957499233,0.07583322059251284,0.0,1.0,33,10,500
1,LE,0.48724569321946043,0.9274646563563156,0.09125655089070846,0.0,1.0,33,10,500
0,DM,0.9960109427650047,0.07476105055185107,0.07172249163877391,0.0,1.0,34,10,500
1,LE,0.4881302472177918,0.9082875936681923,0.1393272379164163,0.0,1.0,34,10,500
0,DM,0.997493411868975,0.05499601312947615,0.07938556299987812,0.0,1.0,35,10,500
1,LE,0.4788517313744288,0.9396495779010257,0.08452024535570925,0.0,1.0,35,10,500
0,DM,0.9925692239515961,0.10160539780108446,0.07495610561739895,0.0,1.0,36,10,500
1,LE,0.5058765978527922,0.8751433909028851,0.08873555078836938,0.0,1.0,36,10,500
0,DM,0.995819976648384,0.0676653566505237,0.08942666112990623,0.0,1.0,37,10,500
1,LE,0.5502342084005504,0.7903536618334025,0.13829446340018534,0.0,1.0,37,10,500
0,DM,0.9987929806283212,0.03674858743679404,0.07589343445892012,0.0,1.0,38,10,500
1,LE,0.4755887142222207,0.9145782690457651,0.08383198355710411,0.0,1.0,38,10,500
0,DM,0.9985799176158761,0.04161788781270236,0.08013084171766265,0.0,1.0,39,10,500
1,LE,0.5023592300389174,0.8917592948502058,0.08685744276179218,0.0,1.0,39,10,500
0,DM,0.9983480049277207,0.044419647647113425,0.07445998775235248,0.0,1.0,40,10,500
1,LE,0.5068160649566008,0.9105040063308073,0.08814225782614965,0.0,1.0,40,10,500
0,DM,0.997031812167924,0.05450980355667994,0.08547128989423132,0.0,1.0,41,10,500
1,LE,0.5265636261280499,0.792340758568136,0.11212767888826307,0.0,1.0,41,10,500
0,DM,0.9981335351854992,0.04675620852296816,0.07571097810557889,0.0,1.0,42,10,500
1,LE,0.5145596339855599,0.8766067455583428,0.09863031190060467,0.0,1.0,42,10,500
0,DM,0.9945137770314315,0.07813061768066035,0.10338727834369549,0.0,1.0,43,10,500
1,LE,0.5852083899098817,0.7361341060663155,0.15522948381975304,0.0,1.0,43,10,500
0,DM,0.998959771060122,0.03838786650256617,0.07384632804803275,0.0,1.0,44,10,500
1,LE,0.4755478370631857,0.909014992986476,0.07830123574266885,0.0,1.0,44,10,500
0,DM,0.995928157113331,0.07372723279251778,0.0908870912879093,0.0,1.0,45,10,500
1,LE,0.49015240098095625,0.9272002641207321,0.1282341816187789,0.0,1.0,45,10,500
0,DM,0.9942832014570311,0.08883638315072948,0.08007731678124605,0.0,1.0,46,10,500
1,LE,0.49524660085149586,0.9319679576185345,0.10821527426768246,0.0,1.0,46,10,500
0,DM,0.995606857507861,0.07328014919223716,0.09728602779104727,0.0,1.0,47,10,500
